transaction_id,date,department,region,vendor,category,amount_usd,status,approved_by,memo
TX0135787,2026-01-21,Finance,International,Staples,Office Supplies,191.71,approved,M. Alvarez,
TX0135788,2026-06-14,HR,International,LinkedIn,Recruiting,22.56,approved,L. Rossi,
TX0135789,2025-05-03,Engineering,International,GitHub,Software,313.50,approved,S. Okafor,
TX0135790,2024-07-15,Sales,South,Delta Air Lines,Travel,187.17,approved,R. Patel,
TX0135791,2024-09-26,Operations,South,FedEx,Shipping,29.92,approved,T. Nguyen,
TX0135792,2024-06-23,Engineering,South,AWS,Cloud,270.75,approved,S. Okafor,
TX0135793,2025-01-24,Engineering,Central,GitHub,Software,280.76,approved,S. Okafor,
TX0135794,2025-10-26,Operations,West,Uline,Shipping,18.10,approved,T. Nguyen,
TX0135795,2024-02-10,Finance,East,Oracle,Software,13.34,approved,M. Alvarez,
TX0135796,2025-02-27,HR,International,LinkedIn,Recruiting,675.20,approved,L. Rossi,
TX0135797,2024-09-30,Marketing,International,Canva,Software,618.25,approved,J. Chen,
TX0135798,2026-01-13,Marketing,South,Vistaprint,Printing,2868.74,approved,J. Chen,
TX0135799,2026-02-20,Operations,East,FedEx,Shipping,99.83,approved,T. Nguyen,
TX0135800,2026-03-15,Engineering,South,AWS,Cloud,72.29,approved,S. Okafor,
TX0135801,2024-01-01,Engineering,East,GitHub,Software,244.76,rejected,S. Okafor,
TX0135802,2025-11-06,Finance,East,Intuit,Software,118.51,pending,M. Alvarez,
TX0135803,2026-05-06,Sales,Central,Salesforce,Software,113.02,approved,R. Patel,
TX0135804,2025-08-04,Finance,International,Oracle,Software,882.92,approved,M. Alvarez,
TX0135805,2026-04-27,Marketing,West,Canva,Software,125.88,pending,J. Chen,
TX0135806,2024-11-30,Operations,West,Grainger,Maintenance,40.74,approved,T. Nguyen,
TX0135807,2026-06-05,Sales,East,Uber,Travel,142.28,pending,R. Patel,
TX0135808,2024-12-29,Marketing,International,Canva,Software,9.90,approved,J. Chen,
TX0135809,2024-03-06,Finance,East,Intuit,Software,92.02,approved,M. Alvarez,
TX0135810,2025-05-25,Sales,South,Salesforce,Software,245.11,pending,R. Patel,
TX0135811,2026-05-24,Sales,West,Hilton,Travel,107.93,approved,R. Patel,
TX0135812,2024-04-28,Finance,Central,Intuit,Software,1930.10,rejected,M. Alvarez,
TX0135813,2024-03-05,Engineering,East,Dell,Hardware,85.18,approved,S. Okafor,
TX0135814,2024-12-03,Finance,East,Intuit,Software,65.22,approved,M. Alvarez,
TX0135815,2026-04-05,HR,West,Workday,Software,91.16,approved,L. Rossi,
TX0135816,2025-02-25,Sales,West,Uber,Travel,165.46,pending,R. Patel,
TX0135817,2025-10-04,Sales,West,Salesforce,Software,189.36,approved,R. Patel,
TX0135818,2024-08-10,Marketing,South,Canva,Software,133.88,approved,J. Chen,
TX0135819,2024-05-02,Marketing,International,Canva,Software,37.79,approved,J. Chen,
TX0135820,2025-11-02,Finance,South,Intuit,Software,243.75,approved,M. Alvarez,
TX0135821,2024-05-14,Marketing,Central,Google Ads,Advertising,14.47,approved,J. Chen,
TX0135822,2024-11-11,HR,International,LinkedIn,Recruiting,242.64,rejected,L. Rossi,
TX0135823,2026-07-03,Finance,West,Intuit,Software,168.54,approved,M. Alvarez,
TX0135824,2024-12-21,Engineering,International,GitHub,Software,743.72,approved,S. Okafor,
TX0135825,2024-02-12,Engineering,Central,AWS,Cloud,272.81,approved,S. Okafor,
TX0135826,2026-07-19,Engineering,South,Dell,Hardware,714.90,approved,S. Okafor,
TX0135827,2025-08-25,Sales,Central,Delta Air Lines,Travel,431.03,approved,R. Patel,
TX0135828,2025-04-30,Engineering,International,Atlassian,Software,2798.08,approved,S. Okafor,
TX0135829,2024-08-20,Sales,International,Salesforce,Software,202.39,pending,R. Patel,
TX0135830,2025-10-03,Finance,Central,Bloomberg,Data Services,441.93,approved,M. Alvarez,
TX0135831,2026-03-16,Engineering,International,AWS,Cloud,143.12,approved,S. Okafor,
TX0135832,2025-10-18,HR,Central,Indeed,Recruiting,181.25,approved,L. Rossi,
TX0135833,2026-05-31,Operations,East,Home Depot,Maintenance,417.65,approved,T. Nguyen,
TX0135834,2024-01-15,Sales,South,Hilton,Travel,273.61,approved,R. Patel,
TX0135835,2025-12-13,Operations,East,Uline,Shipping,34.38,approved,T. Nguyen,
TX0135836,2025-01-14,Operations,South,Home Depot,Maintenance,1130.12,approved,T. Nguyen,
TX0135837,2024-11-15,Marketing,East,Google Ads,Advertising,67.80,approved,J. Chen,
TX0135838,2024-11-05,Engineering,International,Atlassian,Software,13.94,approved,S. Okafor,
TX0135839,2024-07-13,Marketing,Central,Canva,Software,92.45,approved,J. Chen,
TX0135840,2026-06-20,Operations,International,Grainger,Maintenance,149.59,approved,T. Nguyen,
TX0135841,2026-01-05,Engineering,International,GitHub,Software,197.26,pending,S. Okafor,
TX0135842,2025-09-30,HR,International,Costco,Office Supplies,1173.09,approved,L. Rossi,
TX0135843,2024-04-16,HR,West,Workday,Software,103.57,approved,L. Rossi,
TX0135844,2024-07-05,Sales,Central,Hilton,Travel,346.20,approved,R. Patel,
TX0135845,2025-07-24,Operations,International,Uline,Shipping,40.00,approved,T. Nguyen,
TX0135846,2024-09-20,Operations,East,Grainger,Maintenance,146.53,approved,T. Nguyen,
TX0135847,2025-07-04,Operations,East,FedEx,Shipping,85.58,approved,T. Nguyen,
TX0135848,2026-09-12,Marketing,East,Google Ads,Advertising,118.27,approved,J. Chen,
TX0135849,2025-12-01,Marketing,West,Canva,Software,113.41,approved,J. Chen,
TX0135850,2024-07-19,HR,East,LinkedIn,Recruiting,51.77,approved,L. Rossi,
TX0135851,2026-03-29,HR,West,LinkedIn,Recruiting,423.61,approved,L. Rossi,
TX0135852,2026-01-24,HR,West,Workday,Software,387.06,approved,L. Rossi,
TX0135853,2025-02-08,Operations,International,Uline,Shipping,53.41,rejected,T. Nguyen,
TX0135854,2026-08-05,Finance,East,Intuit,Software,63.56,approved,M. Alvarez,
TX0135855,2025-08-03,Finance,Central,Oracle,Software,110.17,approved,M. Alvarez,
TX0135856,2025-03-09,Operations,Central,Home Depot,Maintenance,489.67,approved,T. Nguyen,
TX0135857,2024-07-22,Sales,West,Salesforce,Software,176.88,approved,R. Patel,
TX0135858,2025-02-06,HR,Central,Indeed,Recruiting,47.19,approved,L. Rossi,
TX0135859,2025-04-21,Operations,South,Grainger,Maintenance,142.55,approved,T. Nguyen,
TX0135860,2024-06-11,HR,Central,LinkedIn,Recruiting,327.04,approved,L. Rossi,
TX0135861,2025-05-23,HR,Central,Indeed,Recruiting,229.82,approved,L. Rossi,
TX0135862,2025-11-16,Finance,South,Staples,Office Supplies,360.97,approved,M. Alvarez,
TX0135863,2024-12-05,Sales,South,Hilton,Travel,114.82,approved,R. Patel,
TX0135864,2026-03-08,HR,Central,Costco,Office Supplies,264.34,approved,L. Rossi,
TX0135865,2024-06-02,Engineering,East,Atlassian,Software,163.06,approved,S. Okafor,
TX0135866,2025-04-30,Marketing,International,Meta Ads,Advertising,121.07,approved,J. Chen,
TX0135867,2024-01-04,Operations,Central,Grainger,Maintenance,214.84,pending,T. Nguyen,
TX0135868,2025-07-31,HR,West,Costco,Office Supplies,163.45,rejected,L. Rossi,
TX0135869,2024-05-29,Engineering,South,AWS,Cloud,104.93,approved,S. Okafor,
TX0135870,2024-10-08,Finance,Central,Oracle,Software,133.05,approved,M. Alvarez,
TX0135871,2026-02-03,Marketing,East,Meta Ads,Advertising,120.16,approved,J. Chen,
TX0135872,2026-05-31,Marketing,International,Canva,Software,796.01,approved,J. Chen,
TX0135873,2026-02-12,Engineering,South,GitHub,Software,6.59,approved,S. Okafor,
TX0135874,2024-11-03,Marketing,East,Canva,Software,20.25,pending,J. Chen,
TX0135875,2024-06-18,Marketing,Central,Google Ads,Advertising,272.84,pending,J. Chen,
TX0135876,2024-12-20,Marketing,West,Meta Ads,Advertising,196.88,approved,J. Chen,
TX0135877,2024-06-06,Operations,West,Home Depot,Maintenance,230.31,approved,T. Nguyen,
TX0135878,2024-12-29,HR,Central,Indeed,Recruiting,410.73,approved,L. Rossi,
TX0135879,2024-07-03,Marketing,East,Vistaprint,Printing,107.46,approved,J. Chen,
TX0135880,2024-10-06,HR,West,Indeed,Recruiting,200.36,approved,L. Rossi,
TX0135881,2024-12-14,Sales,East,Delta Air Lines,Travel,86.27,approved,R. Patel,
TX0135882,2026-07-12,Finance,South,Bloomberg,Data Services,123.87,approved,M. Alvarez,
TX0135883,2024-12-06,Finance,Central,Intuit,Software,116.82,approved,M. Alvarez,
TX0135884,2025-06-01,HR,West,LinkedIn,Recruiting,347.59,approved,L. Rossi,
TX0135885,2025-08-04,HR,East,Indeed,Recruiting,904.42,approved,L. Rossi,
TX0135886,2025-02-24,HR,South,LinkedIn,Recruiting,268.16,approved,L. Rossi,
TX0135887,2024-07-07,HR,International,Costco,Office Supplies,72.76,approved,L. Rossi,
TX0135888,2026-07-22,Finance,International,Intuit,Software,182.65,approved,M. Alvarez,
TX0135889,2025-07-14,Sales,East,Delta Air Lines,Travel,219.00,approved,R. Patel,
TX0135890,2024-06-13,Marketing,International,Canva,Software,5729.31,pending,J. Chen,
TX0135891,2025-03-12,Operations,International,Home Depot,Maintenance,8.63,approved,T. Nguyen,
TX0135892,2025-11-29,Engineering,East,GitHub,Software,238.49,approved,S. Okafor,
TX0135893,2024-02-18,Marketing,West,Meta Ads,Advertising,219.28,pending,J. Chen,
TX0135894,2024-09-16,Sales,Central,Salesforce,Software,81.29,approved,R. Patel,
TX0135895,2025-07-11,Finance,West,Oracle,Software,565.39,approved,M. Alvarez,
TX0135896,2026-03-13,Marketing,West,Google Ads,Advertising,177.31,pending,J. Chen,
TX0135897,2025-10-31,Marketing,International,Google Ads,Advertising,134.92,approved,J. Chen,
TX0135898,2025-07-03,Finance,South,Oracle,Software,20.35,approved,M. Alvarez,
TX0135899,2025-05-14,Sales,South,Hilton,Travel,26.51,approved,R. Patel,
TX0135900,2024-09-29,HR,Central,Costco,Office Supplies,141.14,approved,L. Rossi,
TX0135901,2026-03-02,Sales,West,Uber,Travel,410.08,approved,R. Patel,
TX0135902,2024-12-07,Sales,South,Hilton,Travel,28.77,approved,R. Patel,
TX0135903,2025-07-07,Finance,West,Bloomberg,Data Services,1201.80,pending,M. Alvarez,
TX0135904,2026-06-20,HR,International,Costco,Office Supplies,275.85,approved,L. Rossi,
TX0135905,2026-05-08,Engineering,Central,Dell,Hardware,18.76,approved,S. Okafor,
TX0135906,2024-12-27,Marketing,East,Vistaprint,Printing,366.73,approved,J. Chen,
TX0135907,2025-04-16,Finance,South,Bloomberg,Data Services,290.66,approved,M. Alvarez,
TX0135908,2025-07-14,Operations,West,FedEx,Shipping,272.31,approved,T. Nguyen,
TX0135909,2026-03-18,Operations,Central,Grainger,Maintenance,1089.70,approved,T. Nguyen,
TX0135910,2026-09-06,Engineering,International,GitHub,Software,122.90,approved,S. Okafor,
TX0135911,2026-04-22,Sales,International,Delta Air Lines,Travel,426.58,approved,R. Patel,
TX0135912,2026-07-24,Operations,West,Grainger,Maintenance,117.85,pending,T. Nguyen,
TX0135913,2025-06-14,Engineering,West,Atlassian,Software,21.83,rejected,S. Okafor,
TX0135914,2024-09-09,Operations,International,FedEx,Shipping,56.70,approved,T. Nguyen,
TX0135915,2026-06-27,Operations,International,FedEx,Shipping,148.12,approved,T. Nguyen,
TX0135916,2024-05-23,HR,Central,LinkedIn,Recruiting,75.39,approved,L. Rossi,
TX0135917,2025-05-09,HR,International,Indeed,Recruiting,43.81,approved,L. Rossi,
TX0135918,2026-04-16,Operations,East,FedEx,Shipping,68.12,approved,T. Nguyen,
TX0135919,2024-12-06,HR,International,Workday,Software,47.97,approved,L. Rossi,
TX0135920,2025-09-05,HR,Central,Workday,Software,19.38,approved,L. Rossi,
TX0135921,2026-01-18,Operations,International,FedEx,Shipping,57.93,approved,T. Nguyen,
TX0135922,2025-09-25,HR,South,Costco,Office Supplies,126.47,approved,L. Rossi,
TX0135923,2025-12-04,Operations,West,Home Depot,Maintenance,62.46,pending,T. Nguyen,
TX0135924,2026-07-23,Sales,West,Hilton,Travel,56.37,approved,R. Patel,
TX0135925,2026-07-12,Finance,East,Oracle,Software,560.14,approved,M. Alvarez,
TX0135926,2024-08-06,Sales,East,Delta Air Lines,Travel,260.00,approved,R. Patel,
TX0135927,2026-01-23,HR,East,Indeed,Recruiting,296.08,approved,L. Rossi,
TX0135928,2024-11-23,Engineering,South,AWS,Cloud,442.72,approved,S. Okafor,
TX0135929,2026-02-16,Marketing,Central,Google Ads,Advertising,53.68,approved,J. Chen,
TX0135930,2024-10-10,Operations,East,Grainger,Maintenance,170.53,approved,T. Nguyen,
TX0135931,2026-06-26,Finance,South,Staples,Office Supplies,18.67,approved,M. Alvarez,
TX0135932,2024-08-08,Marketing,International,Meta Ads,Advertising,534.57,approved,J. Chen,
TX0135933,2025-02-22,HR,East,Indeed,Recruiting,242.27,approved,L. Rossi,
TX0135934,2025-07-28,Finance,East,Intuit,Software,12.79,approved,M. Alvarez,
TX0135935,2026-08-15,Marketing,East,Vistaprint,Printing,44.47,approved,J. Chen,
TX0135936,2026-07-15,Operations,South,Home Depot,Maintenance,98.25,approved,T. Nguyen,
TX0135937,2024-02-05,HR,Central,Workday,Software,258.46,rejected,L. Rossi,
TX0135938,2026-06-12,Sales,West,Salesforce,Software,149.05,pending,R. Patel,
TX0135939,2024-10-02,Engineering,East,Atlassian,Software,55.47,approved,S. Okafor,
TX0135940,2025-08-02,HR,East,Indeed,Recruiting,23.49,approved,L. Rossi,
TX0135941,2026-08-21,HR,South,LinkedIn,Recruiting,28.16,approved,L. Rossi,
TX0135942,2025-07-06,Operations,East,Home Depot,Maintenance,524.52,approved,T. Nguyen,
TX0135943,2024-04-01,Operations,East,FedEx,Shipping,524.33,pending,T. Nguyen,
TX0135944,2025-08-26,Sales,South,Uber,Travel,48.74,pending,R. Patel,
TX0135945,2025-11-07,Sales,South,Uber,Travel,19.58,approved,R. Patel,
TX0135946,2024-05-14,Marketing,South,Google Ads,Advertising,1292.62,approved,J. Chen,
TX0135947,2024-07-11,HR,South,LinkedIn,Recruiting,55.15,approved,L. Rossi,
TX0135948,2024-10-02,Sales,South,Salesforce,Software,78.29,approved,R. Patel,
TX0135949,2026-08-12,Engineering,South,Atlassian,Software,507.21,approved,S. Okafor,
TX0135950,2024-01-30,Operations,Central,Uline,Shipping,12.36,rejected,T. Nguyen,
TX0135951,2025-07-30,Marketing,East,Canva,Software,72.42,approved,J. Chen,
TX0135952,2025-05-06,Engineering,Central,AWS,Cloud,135.65,pending,S. Okafor,
TX0135953,2025-08-19,Operations,East,Grainger,Maintenance,177.91,approved,T. Nguyen,
TX0135954,2024-06-12,Marketing,Central,Meta Ads,Advertising,85.41,approved,J. Chen,
TX0135955,2024-02-08,HR,East,Workday,Software,21.41,approved,L. Rossi,
TX0135956,2025-10-03,Marketing,International,Vistaprint,Printing,306.72,approved,J. Chen,
TX0135957,2026-08-07,Marketing,West,Canva,Software,32.70,approved,J. Chen,
TX0135958,2025-12-30,Engineering,International,AWS,Cloud,1686.59,approved,S. Okafor,
TX0135959,2025-11-19,Engineering,International,AWS,Cloud,40.95,approved,S. Okafor,
TX0135960,2025-03-21,Sales,International,Delta Air Lines,Travel,47.49,approved,R. Patel,
TX0135961,2025-12-03,HR,International,Workday,Software,266.65,pending,L. Rossi,
TX0135962,2024-10-03,Engineering,International,Dell,Hardware,177.09,approved,S. Okafor,
TX0135963,2026-02-24,Operations,East,Home Depot,Maintenance,246.95,approved,T. Nguyen,
TX0135964,2024-12-16,HR,International,Workday,Software,127.63,approved,L. Rossi,
TX0135965,2024-08-20,Operations,East,FedEx,Shipping,248.35,approved,T. Nguyen,
TX0135966,2026-04-18,HR,West,Indeed,Recruiting,336.55,approved,L. Rossi,
TX0135967,2025-02-17,Engineering,West,GitHub,Software,125.14,approved,S. Okafor,
TX0135968,2024-11-20,Finance,South,Oracle,Software,72.34,approved,M. Alvarez,
TX0135969,2024-03-17,Operations,Central,Uline,Shipping,533.73,approved,T. Nguyen,
TX0135970,2025-11-17,Engineering,International,Dell,Hardware,124.50,approved,S. Okafor,
TX0135971,2024-06-05,Finance,West,Staples,Office Supplies,365.35,approved,M. Alvarez,
TX0135972,2024-04-24,Finance,Central,Bloomberg,Data Services,424.99,approved,M. Alvarez,
TX0135973,2025-12-17,Finance,East,Oracle,Software,18.39,approved,M. Alvarez,
TX0135974,2026-03-29,Engineering,West,AWS,Cloud,184.86,approved,S. Okafor,
TX0135975,2026-05-10,Sales,South,Delta Air Lines,Travel,58.00,approved,R. Patel,
TX0135976,2024-08-20,Operations,South,FedEx,Shipping,28.13,approved,T. Nguyen,
TX0135977,2024-01-22,HR,Central,Indeed,Recruiting,690.51,approved,L. Rossi,
TX0135978,2024-07-16,HR,Central,Costco,Office Supplies,161.14,approved,L. Rossi,
TX0135979,2024-07-19,Operations,South,Uline,Shipping,576.39,approved,T. Nguyen,
TX0135980,2024-11-30,Engineering,West,AWS,Cloud,72.05,approved,S. Okafor,
TX0135981,2025-01-21,HR,International,Indeed,Recruiting,199.34,approved,L. Rossi,
TX0135982,2025-10-28,Operations,South,Grainger,Maintenance,124.16,approved,T. Nguyen,
TX0135983,2025-07-05,Operations,South,Home Depot,Maintenance,1903.30,approved,T. Nguyen,
TX0135984,2026-07-25,Finance,International,Staples,Office Supplies,38.37,approved,M. Alvarez,
TX0135985,2024-12-21,Finance,South,Staples,Office Supplies,861.86,approved,M. Alvarez,
TX0135986,2024-05-12,Sales,International,Delta Air Lines,Travel,471.91,approved,R. Patel,
TX0135987,2024-04-17,HR,East,Indeed,Recruiting,8.79,approved,L. Rossi,
TX0135988,2025-04-03,HR,International,Workday,Software,236.77,approved,L. Rossi,
TX0135989,2026-06-15,Finance,International,Intuit,Software,81.67,approved,M. Alvarez,
TX0135990,2026-03-08,Operations,West,FedEx,Shipping,278.88,approved,T. Nguyen,
TX0135991,2026-01-16,HR,South,LinkedIn,Recruiting,269.43,approved,L. Rossi,
TX0135992,2024-03-13,Sales,West,Hilton,Travel,56.68,approved,R. Patel,
TX0135993,2025-03-21,Marketing,West,Vistaprint,Printing,560.48,pending,J. Chen,
TX0135994,2025-04-21,Sales,East,Salesforce,Software,37.26,rejected,R. Patel,
TX0135995,2025-03-19,Engineering,South,AWS,Cloud,692.78,approved,S. Okafor,
TX0135996,2026-01-06,Engineering,West,GitHub,Software,374.27,pending,S. Okafor,
TX0135997,2026-03-01,Sales,South,Salesforce,Software,49.25,approved,R. Patel,
TX0135998,2026-04-12,Sales,Central,Hilton,Travel,45.15,approved,R. Patel,
TX0135999,2024-04-10,Finance,International,Intuit,Software,57.23,approved,M. Alvarez,
TX0136000,2024-08-15,Operations,South,Home Depot,Maintenance,1490.23,approved,T. Nguyen,
TX0136001,2025-08-12,Sales,International,Delta Air Lines,Travel,37.59,approved,R. Patel,
TX0136002,2025-05-25,HR,International,Costco,Office Supplies,175.38,approved,L. Rossi,
TX0136003,2024-11-15,Engineering,International,Dell,Hardware,671.52,approved,S. Okafor,
TX0136004,2026-09-10,Finance,East,Bloomberg,Data Services,1383.92,approved,M. Alvarez,
TX0136005,2024-08-01,Marketing,South,Vistaprint,Printing,77.08,approved,J. Chen,
TX0136006,2024-02-06,Marketing,South,Meta Ads,Advertising,465.70,approved,J. Chen,
TX0136007,2025-11-15,Sales,West,Hilton,Travel,463.18,approved,R. Patel,
TX0136008,2026-09-05,Finance,East,Intuit,Software,4183.94,approved,M. Alvarez,
TX0136009,2025-01-16,Sales,West,Hilton,Travel,93.18,approved,R. Patel,
TX0136010,2026-03-01,Sales,Central,Hilton,Travel,121.38,approved,R. Patel,
TX0136011,2024-01-18,Sales,International,Hilton,Travel,402.74,approved,R. Patel,
TX0136012,2024-07-13,Finance,Central,Intuit,Software,344.00,approved,M. Alvarez,
TX0136013,2025-01-30,Engineering,International,GitHub,Software,76.22,approved,S. Okafor,
TX0136014,2026-06-22,Marketing,West,Google Ads,Advertising,125.59,approved,J. Chen,
TX0136015,2025-12-05,Marketing,West,Google Ads,Advertising,119.83,approved,J. Chen,
TX0136016,2026-08-14,Operations,South,Grainger,Maintenance,109.27,approved,T. Nguyen,
TX0136017,2026-03-18,Engineering,West,GitHub,Software,26.83,approved,S. Okafor,
TX0136018,2025-10-22,HR,West,Costco,Office Supplies,452.08,approved,L. Rossi,
TX0136019,2025-01-04,HR,West,LinkedIn,Recruiting,255.82,approved,L. Rossi,
TX0136020,2024-03-21,Engineering,Central,Atlassian,Software,161.23,approved,S. Okafor,
TX0136021,2024-08-10,Sales,South,Uber,Travel,22.72,approved,R. Patel,
TX0136022,2025-05-15,HR,Central,Indeed,Recruiting,45.25,approved,L. Rossi,
TX0136023,2025-10-20,HR,International,LinkedIn,Recruiting,97.08,approved,L. Rossi,
TX0136024,2025-02-04,Marketing,East,Canva,Software,81.75,approved,J. Chen,
TX0136025,2026-05-30,Finance,Central,Staples,Office Supplies,225.53,approved,M. Alvarez,
TX0136026,2024-03-31,Operations,International,Home Depot,Maintenance,164.98,approved,T. Nguyen,
TX0136027,2026-07-17,Sales,South,Salesforce,Software,31.45,approved,R. Patel,
TX0136028,2024-12-30,Operations,East,Uline,Shipping,264.88,approved,T. Nguyen,
TX0136029,2026-02-18,HR,Central,Indeed,Recruiting,1110.07,approved,L. Rossi,
TX0136030,2025-04-23,Sales,International,Uber,Travel,188.33,approved,R. Patel,
TX0136031,2026-05-15,Marketing,South,Canva,Software,162.23,approved,J. Chen,
TX0136032,2025-12-27,Finance,Central,Bloomberg,Data Services,178.58,approved,M. Alvarez,
TX0136033,2024-11-20,Sales,International,Hilton,Travel,140.00,approved,R. Patel,
TX0136034,2026-01-21,HR,Central,Costco,Office Supplies,132.74,approved,L. Rossi,
TX0136035,2026-02-25,Finance,West,Staples,Office Supplies,92.09,approved,M. Alvarez,
TX0136036,2026-07-10,Engineering,International,AWS,Cloud,89.87,approved,S. Okafor,
TX0136037,2024-10-04,HR,International,LinkedIn,Recruiting,139.29,approved,L. Rossi,
TX0136038,2025-12-17,Sales,Central,Uber,Travel,528.74,approved,R. Patel,
TX0136039,2026-07-15,Marketing,Central,Meta Ads,Advertising,556.61,rejected,J. Chen,
TX0136040,2025-04-20,Finance,International,Staples,Office Supplies,43.59,approved,M. Alvarez,
TX0136041,2024-08-22,Engineering,International,GitHub,Software,120.43,approved,S. Okafor,
TX0136042,2026-06-26,Operations,West,FedEx,Shipping,76.42,approved,T. Nguyen,
TX0136043,2025-05-13,Sales,East,Salesforce,Software,202.75,approved,R. Patel,
TX0136044,2024-05-22,Sales,West,Uber,Travel,56.43,approved,R. Patel,
TX0136045,2025-04-24,Operations,West,Uline,Shipping,485.81,approved,T. Nguyen,
TX0136046,2026-05-24,HR,West,Indeed,Recruiting,443.16,rejected,L. Rossi,
TX0136047,2024-05-06,Sales,South,Salesforce,Software,201.42,approved,R. Patel,
TX0136048,2025-08-03,Engineering,South,Dell,Hardware,208.01,approved,S. Okafor,
TX0136049,2024-08-19,Sales,East,Hilton,Travel,16.84,approved,R. Patel,
TX0136050,2026-05-25,Marketing,South,Meta Ads,Advertising,102.82,approved,J. Chen,
TX0136051,2026-05-20,HR,Central,Indeed,Recruiting,80.35,pending,L. Rossi,
TX0136052,2026-03-14,Marketing,International,Google Ads,Advertising,64.10,approved,J. Chen,
TX0136053,2026-02-26,Marketing,International,Meta Ads,Advertising,39.84,approved,J. Chen,
TX0136054,2026-01-18,HR,International,Workday,Software,712.68,approved,L. Rossi,
TX0136055,2025-10-19,Finance,Central,Staples,Office Supplies,70.81,approved,M. Alvarez,
TX0136056,2024-08-10,Marketing,South,Meta Ads,Advertising,109.16,approved,J. Chen,
TX0136057,2024-12-22,Finance,East,Intuit,Software,857.71,approved,M. Alvarez,
TX0136058,2026-07-28,Sales,International,Salesforce,Software,91.18,approved,R. Patel,
TX0136059,2026-02-17,Finance,South,Bloomberg,Data Services,77.12,approved,M. Alvarez,
TX0136060,2024-02-02,Engineering,Central,GitHub,Software,209.25,approved,S. Okafor,
TX0136061,2025-04-20,HR,International,LinkedIn,Recruiting,30.19,approved,L. Rossi,
TX0136062,2025-08-11,Sales,West,Hilton,Travel,1180.53,approved,R. Patel,
TX0136063,2025-01-15,Marketing,East,Canva,Software,14.59,pending,J. Chen,
TX0136064,2025-07-15,Operations,East,Home Depot,Maintenance,93.27,approved,T. Nguyen,
TX0136065,2026-06-23,Finance,South,Intuit,Software,542.83,approved,M. Alvarez,
TX0136066,2024-04-04,Engineering,International,GitHub,Software,78.82,approved,S. Okafor,
TX0136067,2025-04-03,HR,West,Workday,Software,171.05,approved,L. Rossi,
TX0136068,2024-12-16,Marketing,Central,Google Ads,Advertising,301.93,approved,J. Chen,
TX0136069,2025-09-16,HR,West,Costco,Office Supplies,745.99,approved,L. Rossi,
TX0136070,2026-06-06,Engineering,West,Dell,Hardware,173.11,approved,S. Okafor,
TX0136071,2025-02-05,Marketing,West,Google Ads,Advertising,447.44,approved,J. Chen,
TX0136072,2024-07-01,Engineering,West,Dell,Hardware,648.52,approved,S. Okafor,
TX0136073,2026-05-24,Sales,International,Delta Air Lines,Travel,249.72,rejected,R. Patel,
TX0136074,2024-06-01,Marketing,International,Canva,Software,239.34,approved,J. Chen,
TX0136075,2025-01-02,Engineering,West,Dell,Hardware,188.22,approved,S. Okafor,
TX0136076,2026-06-01,HR,West,Indeed,Recruiting,165.25,approved,L. Rossi,
TX0136077,2025-12-04,Engineering,South,GitHub,Software,527.64,approved,S. Okafor,
TX0136078,2024-05-15,Marketing,East,Canva,Software,147.79,rejected,J. Chen,
TX0136079,2026-03-21,Finance,Central,Staples,Office Supplies,54.55,pending,M. Alvarez,
TX0136080,2024-04-05,HR,Central,Costco,Office Supplies,269.38,approved,L. Rossi,
TX0136081,2024-08-23,Operations,Central,FedEx,Shipping,382.93,approved,T. Nguyen,
TX0136082,2026-08-12,Operations,West,Home Depot,Maintenance,194.82,approved,T. Nguyen,
TX0136083,2026-05-16,Engineering,South,AWS,Cloud,67.77,approved,S. Okafor,
TX0136084,2025-05-20,Finance,East,Staples,Office Supplies,58.74,approved,M. Alvarez,
TX0136085,2025-12-01,Finance,South,Staples,Office Supplies,97.20,pending,M. Alvarez,
TX0136086,2025-03-11,Sales,Central,Hilton,Travel,47.07,approved,R. Patel,
TX0136087,2026-03-02,Operations,International,Home Depot,Maintenance,17.54,approved,T. Nguyen,
TX0136088,2025-03-07,Engineering,Central,Atlassian,Software,52.27,approved,S. Okafor,
TX0136089,2024-07-30,HR,Central,LinkedIn,Recruiting,92.97,approved,L. Rossi,
TX0136090,2024-07-30,Operations,West,Home Depot,Maintenance,78.07,approved,T. Nguyen,
TX0136091,2025-12-22,Marketing,International,Canva,Software,3.78,approved,J. Chen,
TX0136092,2024-02-20,HR,South,Indeed,Recruiting,877.21,approved,L. Rossi,
TX0136093,2026-08-29,Engineering,Central,AWS,Cloud,59.76,approved,S. Okafor,
TX0136094,2026-08-07,Marketing,Central,Meta Ads,Advertising,304.00,approved,J. Chen,
TX0136095,2026-01-10,Sales,East,Hilton,Travel,135.89,approved,R. Patel,
TX0136096,2026-02-03,Sales,South,Salesforce,Software,1512.63,approved,R. Patel,
TX0136097,2025-05-29,Finance,Central,Bloomberg,Data Services,741.92,approved,M. Alvarez,
TX0136098,2026-05-13,Finance,South,Oracle,Software,349.58,approved,M. Alvarez,
TX0136099,2025-07-27,Finance,South,Intuit,Software,103.40,rejected,M. Alvarez,
TX0136100,2024-09-05,Operations,South,Grainger,Maintenance,151.09,approved,T. Nguyen,
TX0136101,2026-01-10,Sales,West,Salesforce,Software,139.72,approved,R. Patel,
